sample_id,altura_t1_cm,temp_t1_c,precipitacao_t1_mm,umidade_t1_pct,altura_t2_cm,temp_t2_c,precipitacao_t2_mm,umidade_t2_pct,temp_futuro_2d_c,precipitacao_futuro_2d_mm,umidade_futuro_2d_pct,crescimento_passado_2d_cm,crescimento_futuro_2d_cm
S05828,58.464,27.71,0.0,72.95,58.705,21.88,4.39,65.26,26.36,16.38,76.74,0.241,0.525
S08794,68.741,16.2,6.06,67.95,69.152,24.76,4.56,60.71,19.83,6.98,69.1,0.411,0.242
S02629,66.83,16.47,0.0,60.93,66.887,21.59,0.0,70.3,23.65,3.95,63.13,0.057,0.248
S05540,67.819,22.58,0.0,67.92,67.988,25.92,19.43,85.64,25.47,0.84,75.5,0.169,0.257
S05959,70.612,29.11,0.0,81.76,70.87,22.89,0.0,65.61,27.34,1.07,71.88,0.258,0.276
S08043,68.289,23.84,0.0,78.71,68.381,23.47,0.0,78.21,24.14,0.0,53.73,0.092,0.205
S07749,53.583,25.79,10.38,65.7,53.927,24.65,3.48,84.23,23.97,6.96,71.5,0.344,0.371
S03443,70.454,16.41,0.0,65.17,70.524,27.28,14.96,77.4,19.45,11.3,66.7,0.07,0.221
S00042,63.431,27.62,0.0,65.05,63.566,22.51,19.13,59.33,25.09,0.0,73.19,0.135,0.271
S00673,56.308,18.29,0.0,71.4,56.528,21.66,4.25,71.88,22.77,0.0,74.74,0.22,0.272
S01806,74.902,23.17,0.0,58.66,75.045,26.89,0.0,73.59,20.63,4.1,69.77,0.143,0.051
S07765,59.001,19.87,0.0,70.39,59.244,24.19,0.0,68.89,23.52,22.59,75.78,0.243,0.537
S09414,60.188,22.19,0.0,63.36,60.396,22.9,12.98,78.35,19.75,1.53,72.64,0.208,0.112
S00265,57.889,22.5,0.0,79.3,58.199,22.85,0.0,84.82,21.26,0.0,72.86,0.31,0.241
S07835,69.185,21.47,0.0,65.18,69.344,18.68,6.62,78.48,21.26,4.54,63.24,0.159,0.09
S08708,58.462,20.5,0.0,73.74,58.728,25.28,0.0,55.53,21.22,4.7,78.19,0.266,0.262
S08501,60.265,22.58,0.0,67.9,60.684,21.22,0.0,61.9,23.82,0.0,61.4,0.419,0.163
S08729,50.235,22.97,8.05,86.82,50.637,21.85,0.0,75.04,24.85,15.59,72.64,0.402,0.468
S09194,58.472,22.0,0.0,68.14,58.685,25.25,1.87,74.62,17.74,1.2,66.43,0.213,0.157
S00704,62.525,21.75,0.0,78.62,62.66,26.66,0.0,74.76,26.64,12.8,64.98,0.135,0.438
S08545,62.004,22.61,0.0,62.4,62.124,26.41,0.0,78.68,23.93,2.11,73.17,0.12,0.278
S03809,69.396,24.55,0.94,71.43,69.779,20.01,26.52,62.74,22.89,9.29,71.1,0.383,0.26
S03318,63.48,19.16,0.0,64.31,63.663,25.24,0.0,72.15,23.66,1.73,69.69,0.183,0.26
S01452,66.155,22.21,0.0,65.99,66.34,16.21,0.0,63.86,28.17,0.0,83.49,0.185,0.31
S09511,68.173,19.29,0.0,58.87,68.325,26.84,0.95,74.51,24.4,0.97,83.52,0.152,0.282
S00051,64.78,26.86,0.0,70.83,65.136,25.26,4.41,83.17,19.22,4.09,61.53,0.356,0.129
S07843,68.115,27.2,1.87,70.09,68.351,24.95,13.05,65.19,24.59,3.71,80.21,0.236,0.293
S00861,57.497,19.04,0.0,69.44,57.708,22.66,0.0,62.57,20.63,0.0,81.26,0.211,0.262
S04424,69.551,14.75,0.0,74.97,69.705,25.71,0.0,66.11,24.87,0.0,72.31,0.154,0.16
S00129,52.092,24.12,0.0,51.34,52.289,23.08,0.0,69.77,22.12,11.32,74.05,0.197,0.41
S02588,75.948,22.62,6.44,70.72,76.172,26.24,5.28,66.29,21.64,9.08,68.61,0.224,0.206
S03190,53.841,25.24,0.3,65.92,54.149,16.61,0.0,57.17,21.34,0.0,68.28,0.308,0.249
S03406,62.383,26.27,0.0,81.45,62.602,25.09,0.0,67.88,21.13,7.58,66.31,0.219,0.302
S00902,46.578,21.78,0.0,80.22,46.88,19.92,0.0,59.9,23.65,12.9,68.63,0.302,0.411
S02980,63.343,22.04,1.57,57.77,63.509,21.81,0.0,67.45,22.76,0.0,66.69,0.166,0.234
S00227,55.407,26.96,0.0,67.92,55.728,25.63,0.0,69.92,15.8,0.66,68.35,0.321,0.111
S00109,44.642,18.81,0.0,68.87,44.916,22.88,0.0,60.89,20.18,0.0,60.59,0.274,0.251
S01905,66.373,23.44,0.0,70.98,66.484,25.39,0.0,73.65,20.69,0.0,74.79,0.111,0.204
S05345,55.152,22.51,12.79,66.9,55.528,20.78,2.92,76.12,24.06,5.39,73.52,0.376,0.366
S09084,68.533,20.88,0.0,68.46,68.854,23.23,0.0,83.34,23.45,0.46,87.23,0.321,0.256
S00760,73.484,27.9,0.0,66.23,73.723,19.73,0.0,79.27,20.24,1.56,74.61,0.239,0.056
S01917,52.625,21.59,0.0,69.98,52.983,21.46,0.0,71.94,17.88,10.47,54.71,0.358,0.22
S04719,61.065,22.03,0.0,65.58,61.245,23.6,4.63,75.49,21.84,0.0,70.02,0.18,0.19
S04997,67.714,17.7,2.14,69.13,67.804,23.06,0.0,67.74,17.76,0.0,67.23,0.09,0.071
S00453,65.995,15.7,0.2,55.81,66.105,20.23,0.0,62.69,26.89,0.0,78.99,0.11,0.278
S08601,67.15,22.91,0.0,70.9,67.356,24.41,14.67,66.11,17.69,3.59,77.81,0.206,0.124
S02268,60.881,17.78,0.0,60.66,61.106,19.69,5.51,65.37,25.23,5.68,78.7,0.225,0.362
S05393,64.91,15.84,2.66,73.98,65.059,22.33,0.0,68.99,25.71,1.48,64.97,0.149,0.364
S01835,43.348,20.83,0.0,61.15,43.655,27.36,0.0,66.92,24.73,0.0,72.14,0.307,0.35
S02908,50.968,19.26,0.0,71.95,51.338,25.57,0.0,71.38,23.74,13.67,68.04,0.37,0.474
S07683,61.21,25.35,0.05,74.62,61.537,20.64,0.0,57.92,22.12,0.11,65.71,0.327,0.218
S00567,74.37,22.62,1.94,73.35,74.461,24.5,0.0,65.99,19.79,0.84,55.34,0.091,0.067
S02271,46.116,23.91,0.0,74.18,46.491,24.61,0.0,81.85,22.46,8.7,66.56,0.375,0.436
S04783,57.895,20.19,0.0,94.01,58.418,23.33,0.0,54.7,23.48,0.96,60.44,0.523,0.245
S04871,42.418,22.66,0.0,86.23,42.782,14.2,9.79,75.24,19.3,0.0,65.65,0.364,0.229
S07246,70.066,14.47,0.0,67.34,70.227,22.05,0.0,69.99,19.77,1.23,73.93,0.161,0.158
S06703,66.823,24.07,0.0,66.49,67.08,17.46,0.0,70.95,19.67,2.0,73.35,0.257,0.22
S04200,48.679,26.2,0.0,74.82,49.081,17.28,0.0,63.42,21.92,0.0,73.77,0.402,0.236
S03226,52.945,22.76,0.0,72.88,53.239,26.28,0.91,67.06,20.47,2.71,62.19,0.294,0.234
S07846,58.09,20.83,0.85,61.9,58.257,25.91,0.0,66.67,23.57,0.0,66.33,0.167,0.215
S03479,64.244,17.43,2.17,51.69,64.34,22.92,0.0,59.95,21.65,6.54,64.54,0.096,0.264
S09856,63.396,26.55,0.0,68.13,63.633,21.74,0.0,59.09,26.17,0.08,70.5,0.237,0.179
S07132,63.146,28.13,0.0,84.29,63.403,23.44,0.0,77.29,24.1,1.17,67.13,0.257,0.23
S08189,49.291,23.71,2.98,58.21,49.643,26.12,16.38,68.04,21.56,13.7,68.7,0.352,0.446
S05098,61.372,21.13,1.3,54.96,61.628,25.61,10.2,71.04,19.51,0.0,80.85,0.256,0.254
S03506,66.56,24.51,0.6,65.02,66.726,18.06,0.0,70.12,21.76,0.0,72.11,0.166,0.159
S06378,62.821,20.14,0.0,80.5,63.027,24.5,0.0,74.3,19.86,13.46,61.56,0.206,0.278
S07643,51.915,16.73,0.0,64.82,52.331,26.97,15.23,73.17,24.82,10.87,66.62,0.416,0.399
S07462,66.854,22.19,22.2,77.86,67.197,18.49,4.43,75.03,20.36,0.0,69.07,0.343,0.091
S00155,65.179,19.75,0.0,68.22,65.321,21.72,0.0,68.02,23.26,2.94,63.99,0.142,0.203
S07644,47.824,17.07,0.0,51.85,48.301,19.35,0.0,69.9,23.3,0.0,60.12,0.477,0.334
S01205,59.674,24.1,9.92,85.53,60.109,26.5,0.0,79.8,25.45,4.98,63.22,0.435,0.315
S04240,53.883,22.94,1.87,72.27,54.232,26.2,0.0,67.89,24.21,4.33,68.83,0.349,0.293
S03956,56.447,23.05,0.0,72.81,56.711,26.43,1.04,69.46,22.75,0.0,71.86,0.264,0.289
S06033,56.054,22.64,0.0,75.89,56.347,28.49,0.0,59.23,21.47,0.0,80.68,0.293,0.248
S09251,60.292,26.47,35.0,86.69,61.002,24.55,0.0,66.09,23.07,0.0,79.01,0.71,0.197
S07034,66.215,24.4,0.0,62.17,66.31,22.81,0.0,69.83,26.4,0.0,62.16,0.095,0.242
S02504,65.074,26.05,0.0,73.53,65.339,23.97,0.0,67.14,21.68,0.0,66.78,0.265,0.252
S07324,62.027,25.06,0.68,64.94,62.442,15.89,1.96,70.59,25.1,10.02,69.55,0.415,0.298
S05139,48.598,20.52,0.0,61.62,48.941,18.21,0.0,61.15,22.91,4.8,79.95,0.343,0.362
S04020,65.723,24.69,0.0,69.19,66.006,22.21,0.0,67.86,20.73,0.37,70.6,0.283,0.174
S08077,66.289,19.51,0.0,70.77,66.326,24.86,0.0,79.16,22.03,0.0,71.51,0.037,0.194
S00382,58.334,21.39,0.0,65.62,58.607,20.18,0.0,62.12,25.41,2.79,73.43,0.273,0.304
S09195,66.041,25.06,0.0,40.16,66.27,19.12,0.0,62.93,23.82,4.84,63.6,0.229,0.239
S04686,68.299,23.62,0.0,76.37,68.695,21.52,0.0,75.69,28.07,22.15,71.34,0.396,0.52
S00031,62.027,22.0,0.0,75.37,62.101,23.05,5.87,60.67,23.18,0.0,58.77,0.074,0.152
S05556,76.458,27.5,0.0,69.22,76.697,23.29,0.0,73.12,21.03,0.0,57.16,0.239,0.025
S00965,63.855,21.61,0.0,70.62,64.09,27.68,0.0,65.86,22.29,3.18,68.78,0.235,0.113
S02413,66.779,25.55,0.0,61.25,66.884,16.3,0.0,55.17,23.39,2.91,59.21,0.105,0.152
S04332,63.153,19.64,6.65,71.86,63.355,27.05,0.0,60.66,20.43,6.3,67.79,0.202,0.142
S07844,67.054,24.76,0.0,66.63,67.243,29.44,35.0,65.34,20.17,20.5,61.77,0.189,0.318
S05602,54.871,26.84,0.0,77.32,55.169,20.84,7.14,91.49,22.26,3.84,72.18,0.298,0.26
S00681,65.008,14.1,0.0,70.2,65.361,18.33,0.0,74.24,27.47,8.26,72.42,0.353,0.362
S01482,54.719,19.0,0.0,78.08,54.989,20.85,0.0,81.24,23.67,9.74,57.37,0.27,0.358
S02320,54.015,24.54,0.0,77.71,54.374,23.07,0.0,63.67,27.05,0.46,56.59,0.359,0.306
S09829,67.167,19.72,0.0,68.57,67.295,22.52,0.0,75.68,20.2,0.64,76.44,0.128,0.173
S00066,62.828,26.05,1.55,79.47,63.083,19.45,0.0,62.4,27.2,0.0,80.15,0.255,0.388
S04545,77.752,23.68,0.0,73.2,77.999,24.93,23.13,61.26,20.89,2.28,79.09,0.247,0.086
S06137,63.627,25.03,2.15,70.64,63.895,24.23,0.0,80.94,21.89,1.13,63.46,0.268,0.19
S05244,65.426,21.94,4.04,68.44,65.734,18.05,0.0,57.25,24.47,10.33,78.26,0.308,0.334
S09712,74.965,24.19,0.0,75.37,75.079,26.79,0.0,61.61,21.42,0.0,67.98,0.114,0.042
S09825,57.446,21.62,0.0,62.62,57.583,26.64,0.0,72.99,21.23,2.05,69.02,0.137,0.183
S00693,46.899,25.26,3.73,92.94,47.429,25.16,16.05,71.35,24.18,8.69,72.32,0.53,0.427
S01411,55.249,23.62,0.0,64.84,55.572,27.8,0.0,68.51,24.15,13.87,70.14,0.323,0.45
S00737,66.373,18.29,0.0,64.73,66.561,27.23,0.0,73.68,23.11,6.63,72.79,0.188,0.309
S09760,56.579,25.15,2.16,62.5,56.863,26.0,0.0,67.94,20.73,3.03,78.54,0.284,0.229
S07952,76.35,18.9,0.0,58.43,76.424,26.73,0.0,84.12,24.01,0.28,64.08,0.074,0.141
S02217,70.606,23.77,4.11,65.88,70.875,21.93,8.17,72.1,17.07,0.0,65.86,0.269,0.067
S07703,56.88,22.65,1.28,75.34,57.153,30.5,3.32,70.77,24.82,9.94,71.79,0.273,0.439
S09362,51.752,28.2,0.0,75.17,52.079,24.8,0.0,64.36,17.02,12.25,68.84,0.327,0.278
S00225,65.987,20.59,0.0,65.93,66.217,17.93,0.0,76.03,21.42,4.4,67.19,0.23,0.174
S02463,59.914,22.75,0.0,64.75,60.029,22.91,0.0,57.37,20.05,0.0,68.22,0.115,0.155
S04898,64.995,25.04,0.36,63.98,65.208,28.66,1.92,74.08,24.14,12.68,68.26,0.213,0.363
S01218,65.65,25.18,0.0,72.99,65.878,21.15,2.12,82.26,17.22,3.92,57.01,0.228,0.03
S03394,63.597,17.17,0.0,53.48,63.759,27.56,0.0,63.63,22.1,0.0,63.73,0.162,0.165
S04850,55.262,21.87,0.0,58.27,55.547,21.36,0.0,66.8,23.98,3.86,68.91,0.285,0.28
S05982,74.751,28.05,0.0,73.42,74.964,24.64,0.0,83.97,26.6,0.0,78.39,0.213,0.178
S01945,56.142,29.8,0.0,89.55,56.611,16.79,0.0,73.59,21.5,5.67,80.67,0.469,0.36
S08243,60.243,27.04,0.0,79.29,60.482,27.02,2.76,92.96,23.5,2.0,65.9,0.239,0.22
S08466,71.804,25.2,0.0,66.56,71.949,25.39,0.0,71.66,22.35,6.6,72.06,0.145,0.21
S05873,65.033,16.54,0.0,64.84,65.136,22.88,0.0,65.29,22.94,0.07,68.49,0.103,0.162
S06479,62.028,26.43,0.0,76.04,62.304,20.0,0.0,69.5,21.7,0.0,80.29,0.276,0.224
S03999,78.223,24.39,0.0,71.48,78.359,24.42,0.0,67.89,24.59,2.38,78.29,0.136,0.188
S05493,69.651,25.66,0.0,67.75,69.96,32.46,0.0,82.69,27.9,15.29,77.73,0.309,0.443
S09373,72.925,27.45,0.0,65.84,73.115,23.27,13.87,73.46,21.31,0.0,67.45,0.19,0.05
S00191,52.746,25.71,0.0,85.41,52.941,23.18,32.54,60.14,26.13,11.74,64.06,0.195,0.473
S04421,58.128,24.29,0.0,67.44,58.385,22.14,0.0,72.48,24.76,10.7,78.46,0.257,0.417
S04444,64.307,28.22,0.0,78.62,64.513,19.18,0.0,64.01,28.74,7.21,81.8,0.206,0.436
S04688,55.008,22.3,0.0,71.61,55.314,24.08,0.0,82.86,20.62,0.0,60.41,0.306,0.193
S02255,60.849,25.97,0.0,76.48,61.233,23.15,0.0,73.17,21.98,1.6,76.74,0.384,0.24
S08754,52.648,20.25,3.08,71.23,52.898,22.76,0.0,78.04,22.43,5.87,70.78,0.25,0.313
S04618,52.367,21.39,0.0,88.18,52.68,22.3,0.0,63.42,27.87,32.65,76.68,0.313,0.751
S05762,65.343,23.85,5.45,62.28,65.565,19.22,0.0,56.49,24.51,6.98,77.59,0.222,0.241
S00911,58.973,22.03,0.0,69.29,59.112,21.17,0.0,75.7,22.47,0.0,61.17,0.139,0.157
S00832,63.062,24.46,0.0,65.08,63.517,24.9,0.0,66.84,19.76,8.47,59.64,0.455,0.263
S01784,56.69,22.51,0.0,62.15,56.97,25.48,0.0,66.28,19.08,16.82,70.97,0.28,0.393
S05917,47.144,22.52,0.0,59.04,47.448,17.01,0.0,59.29,19.61,5.3,84.53,0.304,0.374
S08060,61.177,16.81,0.0,55.67,61.32,17.15,0.0,62.71,22.62,7.0,80.47,0.143,0.346
S04385,53.724,20.6,1.75,70.62,54.26,25.1,1.09,67.54,23.29,1.49,74.04,0.536,0.402
S02903,53.508,18.98,0.0,63.98,53.678,21.8,2.69,65.09,24.52,0.57,69.03,0.17,0.363
S09655,68.318,15.96,0.0,70.7,68.627,24.58,0.0,62.1,29.14,0.19,75.33,0.309,0.264
S00776,69.296,22.21,3.77,84.71,69.515,16.76,0.0,59.36,21.49,15.2,68.7,0.219,0.335
S05061,71.644,14.27,0.0,67.52,71.681,21.8,0.0,70.42,21.75,0.0,69.31,0.037,0.111
S03534,70.172,24.91,0.48,72.06,70.279,23.03,2.68,56.57,24.42,5.81,77.6,0.107,0.345
S05765,68.195,25.84,0.0,79.94,68.594,22.44,0.0,80.69,23.68,0.0,71.1,0.399,0.106
S03116,71.728,21.7,0.0,60.41,71.775,18.53,0.0,77.62,17.12,0.61,71.16,0.047,0.01
S02854,65.829,25.81,0.0,58.21,65.971,29.14,0.0,75.8,21.03,1.76,71.95,0.142,0.096
S08263,74.422,24.21,0.0,77.34,74.472,19.85,0.0,51.51,26.22,1.71,62.13,0.05,0.138
S08957,75.104,19.83,0.0,83.12,75.178,22.6,0.0,75.33,21.16,3.66,56.33,0.074,0.054
S09720,43.24,23.99,6.4,76.58,43.745,25.08,0.0,65.04,24.09,1.95,83.02,0.505,0.388
S02786,64.677,21.3,0.0,65.66,64.834,16.61,0.0,66.53,25.44,0.29,77.68,0.157,0.279
S08384,51.939,26.1,0.4,64.94,52.36,19.05,0.0,76.85,22.31,0.8,67.26,0.421,0.235
S00983,61.514,29.75,27.06,92.08,62.134,22.95,10.68,81.89,23.0,1.08,68.29,0.62,0.159
S09193,61.665,18.77,0.0,62.47,61.854,21.8,0.0,71.02,21.72,2.51,63.44,0.189,0.225
S01851,80.4,19.45,0.0,57.56,80.474,24.37,2.19,62.91,19.15,0.0,56.77,0.074,0.085
S05424,61.449,16.05,0.0,59.68,61.539,24.22,0.0,73.98,23.73,2.0,67.5,0.09,0.313
S07961,52.718,20.86,0.0,72.84,53.051,22.27,0.0,75.47,21.54,10.47,80.45,0.333,0.386
S02585,64.208,13.57,0.0,56.09,64.43,21.29,0.0,72.42,24.83,35.82,81.07,0.222,0.598
S06840,69.473,22.61,15.31,71.09,69.897,17.78,16.99,54.19,19.98,1.72,62.87,0.424,0.055
S09945,62.966,21.38,0.74,66.43,63.21,24.61,0.0,90.98,21.03,0.0,80.39,0.244,0.279
S00101,60.823,18.05,0.0,86.32,61.145,23.75,0.0,75.99,23.04,4.21,62.58,0.322,0.247
S01811,64.364,16.7,0.0,64.32,64.441,20.03,9.35,72.0,14.3,6.54,53.96,0.077,0.055
S01085,71.629,21.08,0.0,67.61,71.862,23.29,0.0,63.83,21.02,15.47,61.73,0.233,0.252
S02621,71.103,19.55,0.0,60.04,71.2,20.13,7.65,79.35,22.9,6.79,72.89,0.097,0.152
S00818,46.717,19.52,0.0,68.85,46.938,24.28,13.44,71.96,27.94,12.7,82.26,0.221,0.59
S07474,63.153,23.27,0.0,67.02,63.38,24.83,0.0,81.0,21.41,0.63,65.09,0.227,0.136
S02123,56.144,25.53,4.71,72.46,56.464,16.66,0.0,64.96,24.74,16.43,80.16,0.32,0.474
S07441,76.65,24.77,0.0,64.73,76.805,28.45,0.0,73.07,27.06,0.0,62.74,0.155,0.163
S06186,64.637,20.08,0.0,76.68,64.814,21.73,5.57,91.59,21.3,3.87,67.35,0.177,0.146
S03350,74.194,23.98,0.0,76.79,74.307,23.77,0.0,71.33,21.59,1.61,64.57,0.113,0.065
S08331,74.618,25.09,0.0,78.27,74.816,23.0,0.0,71.08,25.32,2.96,62.85,0.198,0.153
S06126,55.661,19.82,0.0,72.01,55.964,26.79,0.0,80.08,31.29,2.33,72.99,0.303,0.4
S05767,69.965,24.54,0.0,82.05,70.253,20.63,0.0,80.32,21.84,2.18,68.18,0.288,0.15
S08542,54.846,18.78,2.31,68.3,55.119,21.81,2.06,67.25,21.05,0.0,57.67,0.273,0.213
S07518,63.797,24.12,0.0,66.57,64.024,25.98,0.0,71.73,22.07,8.18,69.63,0.227,0.23
S02391,64.383,27.03,2.08,79.34,64.633,22.89,15.56,73.57,24.64,1.34,77.25,0.25,0.281
S09878,81.199,27.35,8.14,57.58,81.311,23.54,3.03,73.22,19.37,0.0,74.52,0.112,0.054
S04093,40.911,17.46,0.0,81.24,41.271,24.7,0.0,74.28,25.92,3.08,65.74,0.36,0.457
S04445,54.415,24.58,0.0,71.12,54.711,26.18,11.19,76.03,23.32,1.35,68.63,0.296,0.247
S01077,69.695,19.2,3.55,52.74,69.894,28.09,16.26,71.98,24.91,6.66,76.56,0.199,0.311
S02827,62.653,15.96,0.0,66.37,62.814,21.61,0.0,42.1,20.41,0.0,46.59,0.161,0.026
S09754,69.567,19.06,0.0,56.98,69.74,20.31,0.0,55.61,25.36,8.82,71.31,0.173,0.248
S09291,64.916,30.93,0.0,74.22,65.296,26.18,0.0,67.9,25.33,28.11,78.91,0.38,0.495
S06750,63.5,23.48,0.0,72.55,63.802,24.48,0.0,65.4,28.42,4.53,61.86,0.302,0.355
S04845,66.908,26.11,0.0,75.79,67.082,25.51,0.0,69.51,21.81,12.25,86.03,0.174,0.302
S03693,71.651,26.7,0.0,82.5,71.851,21.4,5.54,70.55,24.6,2.75,68.65,0.2,0.204
S07325,61.642,27.4,8.63,63.16,61.922,20.88,0.0,70.24,25.87,1.71,54.85,0.28,0.227
S03436,59.037,24.03,0.0,68.18,59.26,22.34,35.0,77.75,24.14,3.93,58.0,0.223,0.345
S08284,56.4,29.52,5.18,93.11,56.889,20.71,1.14,55.33,28.14,0.0,72.81,0.489,0.378
S02190,70.748,25.78,0.0,69.57,70.948,23.7,7.7,67.04,22.48,2.66,66.33,0.2,0.166
S05868,61.904,22.8,7.7,84.88,62.583,18.91,0.0,58.15,25.25,4.87,64.3,0.679,0.241
S03755,55.86,23.28,8.06,70.25,56.297,16.63,0.0,74.17,20.1,1.19,69.06,0.437,0.207
S07413,77.199,23.02,0.0,78.72,77.314,23.54,0.0,76.92,25.51,3.7,83.02,0.115,0.234
S03882,72.005,22.17,0.0,51.95,72.113,19.96,0.0,65.91,21.79,0.28,72.59,0.108,0.083
S02974,68.822,27.07,0.0,77.15,69.048,25.37,0.0,92.59,18.08,10.63,72.6,0.226,0.168
S05332,68.547,24.57,0.0,67.62,68.81,20.81,0.0,71.61,17.88,0.26,74.29,0.263,0.064
S05372,62.042,26.6,0.0,80.13,62.433,19.94,0.0,61.93,22.19,0.0,70.09,0.391,0.187
S06410,77.356,27.35,0.0,70.52,77.575,19.92,0.0,78.97,20.12,3.42,65.34,0.219,0.168
S08369,61.792,21.13,0.0,73.32,62.159,19.8,8.33,60.23,21.3,0.0,73.67,0.367,0.2
S03752,75.872,27.35,10.92,80.43,76.224,25.66,22.23,85.14,26.12,2.39,68.17,0.352,0.191
S08673,61.262,14.17,0.0,70.15,61.333,16.41,0.0,63.29,16.91,0.0,85.03,0.071,0.174
S00700,80.094,23.65,0.0,74.86,80.218,19.63,0.0,56.18,18.85,9.07,70.16,0.124,0.076
S05698,53.97,19.1,0.0,79.03,54.35,21.25,0.0,71.56,22.71,0.0,74.13,0.38,0.283
S04120,61.777,25.29,0.16,68.79,61.965,15.4,0.0,63.51,20.97,1.48,74.74,0.188,0.183
S01553,58.294,13.38,0.0,67.75,58.641,25.1,6.21,68.47,22.84,0.66,58.45,0.347,0.185
S05740,60.436,23.92,0.0,69.81,60.728,24.39,0.0,71.55,24.91,17.48,65.77,0.292,0.457
S03346,61.292,24.61,12.63,73.34,61.773,16.86,0.0,69.67,17.9,0.15,58.85,0.481,0.119
S00396,71.279,23.88,0.0,65.21,71.441,19.6,0.0,66.72,22.26,1.81,59.44,0.162,0.04
S01293,78.131,21.24,0.0,65.05,78.215,24.53,2.17,68.26,21.77,0.0,73.91,0.084,0.108
S06397,40.0,25.31,0.0,79.61,40.375,26.53,0.0,65.14,20.34,9.4,60.38,0.375,0.423
S03173,50.893,23.85,0.0,62.28,51.143,19.74,0.0,69.28,22.1,1.01,59.56,0.25,0.233
S09910,62.073,22.25,0.0,89.34,62.555,22.49,0.0,71.43,18.38,2.7,82.26,0.482,0.216
S04451,61.998,21.79,0.0,70.48,62.256,26.55,0.0,71.04,22.52,6.07,63.13,0.258,0.269
S02878,57.879,23.33,0.0,65.34,58.14,19.03,0.0,63.6,22.02,0.0,68.08,0.261,0.176
S05562,68.028,21.43,0.0,63.29,68.038,26.71,3.23,80.21,22.49,12.59,86.96,0.01,0.323
S09591,66.127,23.34,19.55,69.08,66.627,25.73,0.0,68.34,20.53,0.0,64.2,0.5,0.179
S07569,78.322,14.63,0.0,76.26,78.433,19.62,0.0,70.7,26.48,5.74,58.25,0.111,0.227
S03545,71.156,18.8,0.0,65.76,71.375,17.02,0.0,67.11,26.87,0.0,69.45,0.219,0.187
S03367,63.361,23.9,0.0,86.17,63.582,21.96,4.02,70.48,21.18,3.01,67.28,0.221,0.191
S06807,65.359,24.18,0.0,54.85,65.503,24.81,0.07,73.74,21.66,0.0,67.68,0.144,0.228
S09221,66.894,24.63,0.06,66.81,67.127,23.96,0.0,72.79,20.94,2.25,68.96,0.233,0.207
S06179,69.462,29.63,29.3,61.61,70.016,26.02,0.0,80.3,22.66,0.0,72.63,0.554,0.144
S02566,67.593,21.54,0.0,62.11,67.859,25.33,0.0,65.86,23.26,6.06,69.91,0.266,0.265
S03589,80.33,22.76,0.0,68.69,80.379,23.49,0.0,65.81,20.32,0.74,72.74,0.049,0.08
S00639,67.481,26.07,0.0,77.09,67.737,24.09,0.0,73.22,16.93,0.02,71.86,0.256,0.014
S00862,54.136,26.61,0.0,69.06,54.37,25.95,30.88,69.05,19.12,5.34,66.17,0.234,0.307
S01376,57.06,20.9,0.0,59.7,57.44,16.11,1.14,66.74,23.87,2.47,65.25,0.38,0.23
S03950,62.675,22.21,0.0,63.77,62.871,23.91,0.0,70.14,25.42,5.75,75.08,0.196,0.327
S03670,73.561,27.31,0.0,67.6,73.785,23.47,0.0,73.91,22.87,15.22,70.58,0.224,0.253
S07405,65.511,18.65,0.0,55.35,65.581,27.23,0.0,76.66,20.88,36.55,76.37,0.07,0.529
S05012,52.526,19.43,0.0,72.29,52.906,26.49,0.0,63.18,21.17,4.86,71.44,0.38,0.235
S00437,50.394,26.47,0.0,68.95,50.75,13.62,0.0,71.6,23.71,0.0,64.95,0.356,0.235
S07964,64.105,22.39,0.0,70.22,64.3,24.92,5.54,65.27,22.6,0.89,80.46,0.195,0.236
S09017,52.605,17.67,0.0,59.99,52.815,15.96,0.0,69.61,20.18,0.13,63.58,0.21,0.133
S08932,48.384,21.77,0.0,77.29,48.689,26.17,0.0,78.78,22.2,0.0,75.87,0.305,0.358
S08510,53.121,26.89,0.16,80.82,53.564,19.38,0.0,66.09,23.24,3.51,70.08,0.443,0.276
S07145,66.397,21.21,0.39,64.69,66.57,18.9,0.0,67.53,20.52,0.0,68.13,0.173,0.177
S02725,55.576,23.13,12.76,65.67,56.342,20.73,0.0,61.86,22.16,0.0,68.53,0.766,0.213
S09660,59.12,27.47,0.0,67.15,59.388,20.81,0.0,71.86,24.13,0.0,67.45,0.268,0.222
S01522,70.358,16.08,0.0,58.74,70.438,20.7,8.6,56.85,19.29,3.66,77.98,0.08,0.148
S00609,63.937,21.93,0.0,79.23,64.329,25.08,0.0,75.59,22.57,12.73,68.43,0.392,0.284
S00470,62.23,24.23,0.0,79.26,62.547,13.42,0.0,71.52,26.52,4.02,64.15,0.317,0.252
S04925,68.169,15.79,0.0,79.23,68.314,19.89,0.0,76.82,17.25,13.07,69.41,0.145,0.108
S08602,50.218,28.31,0.0,85.62,50.492,26.06,0.0,75.8,26.99,8.33,71.97,0.274,0.491
S04622,54.749,26.78,0.0,52.35,54.982,16.51,0.0,56.68,24.31,18.39,73.65,0.233,0.531
S09232,57.541,26.32,3.3,75.81,58.064,22.34,0.0,76.61,21.47,16.8,57.68,0.523,0.383
S06733,61.403,21.88,0.0,65.23,61.584,16.73,0.0,67.39,21.11,6.25,69.26,0.181,0.258
